trajectory,method,cycle,true_RUL,pred_RUL,RUL_lo_cal90,RUL_hi_cal90
NaCl | KNiHCF,SPI+CBU (ours),96,4,5.0,0.0,22.34708784
NaCl | KNiHCF,SPI+CBU (ours),100,0,4.876831374,0.0,17.2910204
NaCl | KNiHCF,SPI+TBU,12,88,31.42110128,,
NaCl | KNiHCF,SPI+TBU,24,76,20.94895585,,
NaCl | KNiHCF,SPI+TBU,36,64,17.8974438,,
NaCl | KNiHCF,SPI+TBU,48,52,15.51953971,,
NaCl | KNiHCF,SPI+TBU,60,40,22.0,,
NaCl | KNiHCF,SPI+TBU,72,28,20.52105183,,
NaCl | KNiHCF,SPI+TBU,84,16,20.87683137,,
NaCl | KNiHCF,SPI+TBU,96,4,13.50980975,,
NaCl | KNiHCF,SPI+TBU,100,0,10.0,,
NaCl | KNiHCF,Lin,12,88,47.0,,
NaCl | KNiHCF,Lin,24,76,24.58607855,,
NaCl | KNiHCF,Lin,36,64,13.0,,
NaCl | KNiHCF,Lin,48,52,7.793928539,,
NaCl | KNiHCF,Lin,60,40,4.0,,
NaCl | KNiHCF,Lin,72,28,0.0,,
NaCl | KNiHCF,Lin,84,16,0.0,,
NaCl | KNiHCF,Lin,96,4,0.0,,
NaCl | KNiHCF,Lin,100,0,0.0,,
NaCl | KNiHCF,Log-Bayes,12,88,69.97312095,,
NaCl | KNiHCF,Log-Bayes,24,76,45.0,,
NaCl | KNiHCF,Log-Bayes,36,64,41.0,,
NaCl | KNiHCF,Log-Bayes,48,52,40.08514015,,
NaCl | KNiHCF,Log-Bayes,60,40,41.80084466,,
NaCl | KNiHCF,Log-Bayes,72,28,35.32274428,,
NaCl | KNiHCF,Log-Bayes,84,16,27.51956429,,
NaCl | KNiHCF,Log-Bayes,96,4,16.88908532,,
NaCl | KNiHCF,Log-Bayes,100,0,11.84181062,,
NaCl | NaCoHCF,SPI+CBU (ours),12,88,89.0,53.91159739,124.0884026
NaCl | NaCoHCF,SPI+CBU (ours),24,76,74.71808091,43.28864756,106.1475143
NaCl | NaCoHCF,SPI+CBU (ours),36,64,62.71808091,34.87573812,90.56042371
NaCl | NaCoHCF,SPI+CBU (ours),48,52,53.31197558,27.28252398,79.34142718
NaCl | NaCoHCF,SPI+CBU (ours),60,40,43.0,21.01081368,64.98918632
NaCl | NaCoHCF,SPI+CBU (ours),72,28,31.97402685,12.27404369,51.67401001
NaCl | NaCoHCF,SPI+CBU (ours),84,16,23.63255202,4.418363272,42.84674076
NaCl | NaCoHCF,SPI+CBU (ours),96,4,7.0,0.0,18.38984429
NaCl | NaCoHCF,SPI+CBU (ours),100,0,3.974026849,0.0,12.26605785
NaCl | NaCoHCF,SPI+TBU,12,88,100.0,,
NaCl | NaCoHCF,SPI+TBU,24,76,85.0,,
NaCl | NaCoHCF,SPI+TBU,36,64,71.63255202,,
NaCl | NaCoHCF,SPI+TBU,48,52,70.18549294,,
NaCl | NaCoHCF,SPI+TBU,60,40,54.0,,
NaCl | NaCoHCF,SPI+TBU,72,28,39.0,,
NaCl | NaCoHCF,SPI+TBU,84,16,32.0,,
NaCl | NaCoHCF,SPI+TBU,96,4,7.974026849,,
NaCl | NaCoHCF,SPI+TBU,100,0,3.974026849,,
NaCl | NaCoHCF,Lin,12,88,87.57524816,,
NaCl | NaCoHCF,Lin,24,76,68.92099476,,
NaCl | NaCoHCF,Lin,36,64,62.85904046,,
NaCl | NaCoHCF,Lin,48,52,58.7060256,,
NaCl | NaCoHCF,Lin,60,40,42.0,,
NaCl | NaCoHCF,Lin,72,28,31.97402685,,
NaCl | NaCoHCF,Lin,84,16,23.63255202,,
NaCl | NaCoHCF,Lin,96,4,7.039496939,,
NaCl | NaCoHCF,Lin,100,0,2.0,,
NaCl | NaCoHCF,Log-Bayes,12,88,inf,,
NaCl | NaCoHCF,Log-Bayes,24,76,inf,,
NaCl | NaCoHCF,Log-Bayes,36,64,1784.926973,,
NaCl | NaCoHCF,Log-Bayes,48,52,1519.231669,,
NaCl | NaCoHCF,Log-Bayes,60,40,717.3101938,,
NaCl | NaCoHCF,Log-Bayes,72,28,404.3209909,,
NaCl | NaCoHCF,Log-Bayes,84,16,278.1809002,,
NaCl | NaCoHCF,Log-Bayes,96,4,136.0957089,,
NaCl | NaCoHCF,Log-Bayes,100,0,109.4762652,,
NaCl | NaFeHCF,SPI+CBU (ours),12,88,112.7152277,94.02301907,131.4074363
NaCl | NaFeHCF,SPI+CBU (ours),24,76,91.0,67.65405544,114.3459446
NaCl | NaFeHCF,SPI+CBU (ours),36,64,69.78747494,47.63863025,91.93631962
NaCl | NaFeHCF,SPI+CBU (ours),48,52,51.78762408,32.81340757,70.76184058
NaCl | NaFeHCF,SPI+CBU (ours),60,40,35.36256646,21.54968556,49.17544737
NaCl | NaFeHCF,SPI+CBU (ours),72,28,20.92099476,10.91548478,30.92650475
NaCl | NaFeHCF,SPI+CBU (ours),84,16,8.920994764,0.361688038,17.48030149
NaCl | NaFeHCF,SPI+CBU (ours),96,4,1.434146182,0.0,3.975078419
NaCl | NaFeHCF,SPI+CBU (ours),100,0,1.0,0.0,4.76011023
NaCl | NaFeHCF,SPI+TBU,12,88,236.4855374,,
NaCl | NaFeHCF,SPI+TBU,24,76,146.0966357,,
NaCl | NaFeHCF,SPI+TBU,36,64,66.19166556,,
NaCl | NaFeHCF,SPI+TBU,48,52,35.76402352,,
NaCl | NaFeHCF,SPI+TBU,60,40,22.0,,
NaCl | NaFeHCF,SPI+TBU,72,28,12.49134497,,
NaCl | NaFeHCF,SPI+TBU,84,16,3.0,,
NaCl | NaFeHCF,SPI+TBU,96,4,0.0,,
NaCl | NaFeHCF,SPI+TBU,100,0,0.0,,
NaCl | NaFeHCF,Lin,12,88,197.7188903,,
NaCl | NaFeHCF,Lin,24,76,126.7914367,,
NaCl | NaFeHCF,Lin,36,64,62.71808091,,
NaCl | NaFeHCF,Lin,48,52,35.76402352,,
NaCl | NaFeHCF,Lin,60,40,20.91681064,,
NaCl | NaFeHCF,Lin,72,28,9.619409794,,
NaCl | NaFeHCF,Lin,84,16,0.491344969,,
NaCl | NaFeHCF,Lin,96,4,0.0,,
NaCl | NaFeHCF,Lin,100,0,0.0,,
NaCl | NaFeHCF,Log-Bayes,12,88,inf,,
NaCl | NaFeHCF,Log-Bayes,24,76,1432.410288,,
NaCl | NaFeHCF,Log-Bayes,36,64,565.9915901,,
NaCl | NaFeHCF,Log-Bayes,48,52,220.5358617,,
NaCl | NaFeHCF,Log-Bayes,60,40,129.6656588,,
NaCl | NaFeHCF,Log-Bayes,72,28,82.0,,
NaCl | NaFeHCF,Log-Bayes,84,16,50.61478664,,
NaCl | NaFeHCF,Log-Bayes,96,4,25.67547147,,
NaCl | NaFeHCF,Log-Bayes,100,0,19.22793215,,
NaCl | NaMnHCF,SPI+CBU (ours),12,88,74.88126419,54.46020448,95.30232389
NaCl | NaMnHCF,SPI+CBU (ours),24,76,62.88126419,19.51354458,106.2489838
NaCl | NaMnHCF,SPI+CBU (ours),36,64,50.88126419,7.513544579,94.2489838
NaCl | NaMnHCF,SPI+CBU (ours),48,52,34.3281096,34.32810786,34.32811133
NaCl | NaMnHCF,SPI+CBU (ours),60,40,23.76402352,9.942151717,37.58589533
NaCl | NaMnHCF,SPI+CBU (ours),72,28,15.0,0.0,34.99877775
NaCl | NaMnHCF,SPI+CBU (ours),84,16,8.0,0.0,31.42607557
NaCl | NaMnHCF,SPI+CBU (ours),96,4,5.311975576,0.0,17.45493707
NaCl | NaMnHCF,SPI+CBU (ours),100,0,8.567123448,0.0,31.28271642
NaCl | NaMnHCF,SPI+TBU,12,88,37.0,,
NaCl | NaMnHCF,SPI+TBU,24,76,10.53071075,,
NaCl | NaMnHCF,SPI+TBU,36,64,2.805190559,,
NaCl | NaMnHCF,SPI+TBU,48,52,0.0,,
NaCl | NaMnHCF,SPI+TBU,60,40,0.0,,
NaCl | NaMnHCF,SPI+TBU,72,28,0.0,,
NaCl | NaMnHCF,SPI+TBU,84,16,0.0,,
NaCl | NaMnHCF,SPI+TBU,96,4,0.0,,
NaCl | NaMnHCF,SPI+TBU,100,0,0.0,,
NaCl | NaMnHCF,Lin,12,88,121.0,,
NaCl | NaMnHCF,Lin,24,76,32.76705035,,
NaCl | NaMnHCF,Lin,36,64,7.421101284,,
NaCl | NaMnHCF,Lin,48,52,0.0,,
NaCl | NaMnHCF,Lin,60,40,0.0,,
NaCl | NaMnHCF,Lin,72,28,0.0,,
NaCl | NaMnHCF,Lin,84,16,0.0,,
NaCl | NaMnHCF,Lin,96,4,0.0,,
NaCl | NaMnHCF,Lin,100,0,0.0,,
NaCl | NaMnHCF,Log-Bayes,12,88,22.92338314,,
NaCl | NaMnHCF,Log-Bayes,24,76,5.418996107,,
NaCl | NaMnHCF,Log-Bayes,36,64,-1.0,,
NaCl | NaMnHCF,Log-Bayes,48,52,-8.0,,
NaCl | NaMnHCF,Log-Bayes,60,40,-14.0,,
NaCl | NaMnHCF,Log-Bayes,72,28,-20.0,,
NaCl | NaMnHCF,Log-Bayes,84,16,-26.0,,
NaCl | NaMnHCF,Log-Bayes,96,4,-32.0,,
NaCl | NaMnHCF,Log-Bayes,100,0,-34.0,,
NaCl | NaNiHCF,SPI+CBU (ours),12,88,82.1347445,53.42531412,110.8441749
NaCl | NaNiHCF,SPI+CBU (ours),24,76,70.0,36.91542005,103.08458
NaCl | NaNiHCF,SPI+CBU (ours),36,64,57.72782602,28.80994551,86.64570653
NaCl | NaNiHCF,SPI+CBU (ours),48,52,45.72782602,18.25707277,73.19857927
NaCl | NaNiHCF,SPI+CBU (ours),60,40,32.92099476,9.359882045,56.48210748
NaCl | NaNiHCF,SPI+CBU (ours),72,28,21.72782602,0.0,44.41616714
NaCl | NaNiHCF,SPI+CBU (ours),84,16,11.36256646,0.0,33.04642627
NaCl | NaNiHCF,SPI+CBU (ours),96,4,4.439858171,0.0,20.49693564
NaCl | NaNiHCF,SPI+CBU (ours),100,0,3.974026849,0.0,16.98434273
NaCl | NaNiHCF,SPI+TBU,12,88,64.0,,
NaCl | NaNiHCF,SPI+TBU,24,76,40.62740666,,
NaCl | NaNiHCF,SPI+TBU,36,64,25.89324633,,
NaCl | NaNiHCF,SPI+TBU,48,52,21.85684533,,
NaCl | NaNiHCF,SPI+TBU,60,40,19.26485235,,
NaCl | NaNiHCF,SPI+TBU,72,28,20.0,,
NaCl | NaNiHCF,SPI+TBU,84,16,12.0,,
NaCl | NaNiHCF,SPI+TBU,96,4,5.0,,
NaCl | NaNiHCF,SPI+TBU,100,0,0.439858171,,
NaCl | NaNiHCF,Lin,12,88,64.16508008,,
NaCl | NaNiHCF,Lin,24,76,37.94662317,,
NaCl | NaNiHCF,Lin,36,64,22.0,,
NaCl | NaNiHCF,Lin,48,52,11.2747588,,
NaCl | NaNiHCF,Lin,60,40,6.901445675,,
NaCl | NaNiHCF,Lin,72,28,2.0,,
NaCl | NaNiHCF,Lin,84,16,0.0,,
NaCl | NaNiHCF,Lin,96,4,0.0,,
NaCl | NaNiHCF,Lin,100,0,0.0,,
NaCl | NaNiHCF,Log-Bayes,12,88,1194.872357,,
NaCl | NaNiHCF,Log-Bayes,24,76,144.2423436,,
NaCl | NaNiHCF,Log-Bayes,36,64,85.8679668,,
NaCl | NaNiHCF,Log-Bayes,48,52,65.81574466,,
NaCl | NaNiHCF,Log-Bayes,60,40,54.43210069,,
NaCl | NaNiHCF,Log-Bayes,72,28,44.75885781,,
NaCl | NaNiHCF,Log-Bayes,84,16,32.58386048,,
NaCl | NaNiHCF,Log-Bayes,96,4,17.80752802,,
NaCl | NaNiHCF,Log-Bayes,100,0,12.73945138,,
Shu | KCuHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
Shu | KCuHCF,SPI+CBU (ours),24,76,81.0,37.63228039,124.3677196
Shu | KCuHCF,SPI+CBU (ours),36,64,69.0,25.63228039,112.3677196
Shu | KCuHCF,SPI+CBU (ours),48,52,57.0,13.63228039,100.3677196
Shu | KCuHCF,SPI+CBU (ours),60,40,45.0,1.632280392,88.36771961
Shu | KCuHCF,SPI+CBU (ours),72,28,33.0,0.0,76.36771961
Shu | KCuHCF,SPI+CBU (ours),84,16,6.270967362,0.0,26.55144575
Shu | KCuHCF,SPI+CBU (ours),96,4,5.0,0.0,21.78330749
Shu | KCuHCF,SPI+CBU (ours),100,0,7.0,0.0,28.4270815
Shu | KCuHCF,SPI+TBU,12,88,0.0,,
Shu | KCuHCF,SPI+TBU,24,76,0.0,,
Shu | KCuHCF,SPI+TBU,36,64,0.0,,
Shu | KCuHCF,SPI+TBU,48,52,0.0,,
Shu | KCuHCF,SPI+TBU,60,40,0.0,,
Shu | KCuHCF,SPI+TBU,72,28,0.0,,
Shu | KCuHCF,SPI+TBU,84,16,0.0,,
Shu | KCuHCF,SPI+TBU,96,4,0.0,,
Shu | KCuHCF,SPI+TBU,100,0,0.0,,
Shu | KCuHCF,Lin,12,88,37.86271571,,
Shu | KCuHCF,Lin,24,76,5.426569295,,
Shu | KCuHCF,Lin,36,64,0.0,,
Shu | KCuHCF,Lin,48,52,0.0,,
Shu | KCuHCF,Lin,60,40,0.0,,
Shu | KCuHCF,Lin,72,28,0.0,,
Shu | KCuHCF,Lin,84,16,0.0,,
Shu | KCuHCF,Lin,96,4,0.0,,
Shu | KCuHCF,Lin,100,0,0.0,,
Shu | KCuHCF,Log-Bayes,12,88,-2.0,,
Shu | KCuHCF,Log-Bayes,24,76,-8.0,,
Shu | KCuHCF,Log-Bayes,36,64,-14.0,,
Shu | KCuHCF,Log-Bayes,48,52,-20.0,,
Shu | KCuHCF,Log-Bayes,60,40,-26.0,,
Shu | KCuHCF,Log-Bayes,72,28,-33.0,,
Shu | KCuHCF,Log-Bayes,84,16,-39.0,,
Shu | KCuHCF,Log-Bayes,96,4,-45.0,,
Shu | KCuHCF,Log-Bayes,100,0,-47.0,,
Shu | KFeHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
Shu | KFeHCF,SPI+CBU (ours),24,76,81.0,37.63228039,124.3677196
Shu | KFeHCF,SPI+CBU (ours),36,64,52.98983134,52.9898296,52.98983307
Shu | KFeHCF,SPI+CBU (ours),48,52,40.23697471,10.39239411,70.0815553
Shu | KFeHCF,SPI+CBU (ours),60,40,28.0,1.190828451,54.80917155
Shu | KFeHCF,SPI+CBU (ours),72,28,16.98983134,0.0,44.60451319
Shu | KFeHCF,SPI+CBU (ours),84,16,6.541934725,0.0,27.42768617
Shu | KFeHCF,SPI+CBU (ours),96,4,3.0,0.0,16.66813396
Shu | KFeHCF,SPI+CBU (ours),100,0,6.0,0.0,28.33942986
Shu | KFeHCF,SPI+TBU,12,88,17.68207964,,
Shu | KFeHCF,SPI+TBU,24,76,11.59122096,,
Shu | KFeHCF,SPI+TBU,36,64,8.562024627,,
Shu | KFeHCF,SPI+TBU,48,52,2.297552411,,
Shu | KFeHCF,SPI+TBU,60,40,0.0,,
Shu | KFeHCF,SPI+TBU,72,28,0.0,,
Shu | KFeHCF,SPI+TBU,84,16,0.0,,
Shu | KFeHCF,SPI+TBU,96,4,0.0,,
Shu | KFeHCF,SPI+TBU,100,0,0.0,,
Shu | KFeHCF,Lin,12,88,91.97402685,,
Shu | KFeHCF,Lin,24,76,30.83748835,,
Shu | KFeHCF,Lin,36,64,8.948955852,,
Shu | KFeHCF,Lin,48,52,0.0,,
Shu | KFeHCF,Lin,60,40,0.0,,
Shu | KFeHCF,Lin,72,28,0.0,,
Shu | KFeHCF,Lin,84,16,0.0,,
Shu | KFeHCF,Lin,96,4,0.0,,
Shu | KFeHCF,Lin,100,0,0.0,,
Shu | KFeHCF,Log-Bayes,12,88,10.40926562,,
Shu | KFeHCF,Log-Bayes,24,76,5.2459039,,
Shu | KFeHCF,Log-Bayes,36,64,0.583568544,,
Shu | KFeHCF,Log-Bayes,48,52,-4.0,,
Shu | KFeHCF,Log-Bayes,60,40,-10.0,,
Shu | KFeHCF,Log-Bayes,72,28,-15.0,,
Shu | KFeHCF,Log-Bayes,84,16,-22.0,,
Shu | KFeHCF,Log-Bayes,96,4,-28.0,,
Shu | KFeHCF,Log-Bayes,100,0,-30.0,,
Shu | KMnHCF,SPI+CBU (ours),12,88,82.54166298,47.51573633,117.5675896
Shu | KMnHCF,SPI+CBU (ours),24,76,74.71808091,40.12515201,109.3110098
Shu | KMnHCF,SPI+CBU (ours),36,64,61.0,29.77524188,92.22475812
Shu | KMnHCF,SPI+CBU (ours),48,52,46.54166298,17.51062371,75.57270224
Shu | KMnHCF,SPI+CBU (ours),60,40,32.92099476,7.431820948,58.41016858
Shu | KMnHCF,SPI+CBU (ours),72,28,20.92099476,0.21852174,41.62346779
Shu | KMnHCF,SPI+CBU (ours),84,16,9.727826019,0.0,27.87386086
Shu | KMnHCF,SPI+CBU (ours),96,4,3.575248158,0.0,15.29304098
Shu | KMnHCF,SPI+CBU (ours),100,0,5.787474935,0.0,25.87559006
Shu | KMnHCF,SPI+TBU,12,88,51.75976986,,
Shu | KMnHCF,SPI+TBU,24,76,61.0,,
Shu | KMnHCF,SPI+TBU,36,64,50.71142104,,
Shu | KMnHCF,SPI+TBU,48,52,37.0,,
Shu | KMnHCF,SPI+TBU,60,40,23.0,,
Shu | KMnHCF,SPI+TBU,72,28,15.46433468,,
Shu | KMnHCF,SPI+TBU,84,16,9.727826019,,
Shu | KMnHCF,SPI+TBU,96,4,1.0,,
Shu | KMnHCF,SPI+TBU,100,0,0.0,,
Shu | KMnHCF,Lin,12,88,77.76252837,,
Shu | KMnHCF,Lin,24,76,49.57616198,,
Shu | KMnHCF,Lin,36,64,30.90144567,,
Shu | KMnHCF,Lin,48,52,14.97274852,,
Shu | KMnHCF,Lin,60,40,6.901445675,,
Shu | KMnHCF,Lin,72,28,0.0,,
Shu | KMnHCF,Lin,84,16,0.0,,
Shu | KMnHCF,Lin,96,4,0.0,,
Shu | KMnHCF,Lin,100,0,0.0,,
Shu | KMnHCF,Log-Bayes,12,88,80.05915245,,
Shu | KMnHCF,Log-Bayes,24,76,111.6416618,,
Shu | KMnHCF,Log-Bayes,36,64,88.17582639,,
Shu | KMnHCF,Log-Bayes,48,52,61.91936995,,
Shu | KMnHCF,Log-Bayes,60,40,42.2782388,,
Shu | KMnHCF,Log-Bayes,72,28,29.30968974,,
Shu | KMnHCF,Log-Bayes,84,16,16.96807983,,
Shu | KMnHCF,Log-Bayes,96,4,4.578624129,,
Shu | KMnHCF,Log-Bayes,100,0,0.601347027,,
Shu | KNiHCF,SPI+CBU (ours),12,88,94.0,56.60948532,131.3905147
Shu | KNiHCF,SPI+CBU (ours),24,76,78.0,43.92287847,112.0771215
Shu | KNiHCF,SPI+CBU (ours),36,64,62.71808091,30.99797066,94.43819116
Shu | KNiHCF,SPI+CBU (ours),48,52,50.71808091,22.62879908,78.80736275
Shu | KNiHCF,SPI+CBU (ours),60,40,37.0,13.33113118,60.66886882
Shu | KNiHCF,SPI+CBU (ours),72,28,24.0,2.278595161,45.72140484
Shu | KNiHCF,SPI+CBU (ours),84,16,12.0,0.0,28.86339382
Shu | KNiHCF,SPI+CBU (ours),96,4,3.575248158,0.0,15.29304098
Shu | KNiHCF,SPI+CBU (ours),100,0,3.0,0.0,9.620127515
Shu | KNiHCF,SPI+TBU,12,88,133.3329515,,
Shu | KNiHCF,SPI+TBU,24,76,94.0,,
Shu | KNiHCF,SPI+TBU,36,64,68.87683137,,
Shu | KNiHCF,SPI+TBU,48,52,50.85904046,,
Shu | KNiHCF,SPI+TBU,60,40,35.18128323,,
Shu | KNiHCF,SPI+TBU,72,28,22.54166298,,
Shu | KNiHCF,SPI+TBU,84,16,12.0,,
Shu | KNiHCF,SPI+TBU,96,4,1.868292364,,
Shu | KNiHCF,SPI+TBU,100,0,0.0,,
Shu | KNiHCF,Lin,12,88,127.5032864,,
Shu | KNiHCF,Lin,24,76,75.78762408,,
Shu | KNiHCF,Lin,36,64,46.3281096,,
Shu | KNiHCF,Lin,48,52,30.84509422,,
Shu | KNiHCF,Lin,60,40,18.0,,
Shu | KNiHCF,Lin,72,28,10.0,,
Shu | KNiHCF,Lin,84,16,1.964988652,,
Shu | KNiHCF,Lin,96,4,0.0,,
Shu | KNiHCF,Lin,100,0,0.0,,
Shu | KNiHCF,Log-Bayes,12,88,1439.113074,,
Shu | KNiHCF,Log-Bayes,24,76,384.9184825,,
Shu | KNiHCF,Log-Bayes,36,64,221.4099737,,
Shu | KNiHCF,Log-Bayes,48,52,153.7138147,,
Shu | KNiHCF,Log-Bayes,60,40,110.7150712,,
Shu | KNiHCF,Log-Bayes,72,28,78.34328798,,
Shu | KNiHCF,Log-Bayes,84,16,52.04575581,,
Shu | KNiHCF,Log-Bayes,96,4,30.19399811,,
Shu | KNiHCF,Log-Bayes,100,0,23.59496728,,
Shu | NaCoHCF,SPI+CBU (ours),12,88,80.93488581,51.94823396,109.9215377
Shu | NaCoHCF,SPI+CBU (ours),24,76,68.92099476,38.49143638,99.35055314
Shu | NaCoHCF,SPI+CBU (ours),36,64,56.92099476,25.50663703,88.3353525
Shu | NaCoHCF,SPI+CBU (ours),48,52,44.92099476,19.68098195,70.16100758
Shu | NaCoHCF,SPI+CBU (ours),60,40,33.72782602,9.102869227,58.35278281
Shu | NaCoHCF,SPI+CBU (ours),72,28,23.0,0.921649426,45.07835057
Shu | NaCoHCF,SPI+CBU (ours),84,16,13.0,0.0,33.33930215
Shu | NaCoHCF,SPI+CBU (ours),96,4,5.0,0.0,19.57970879
Shu | NaCoHCF,SPI+CBU (ours),100,0,3.974026849,0.0,14.69910035
Shu | NaCoHCF,SPI+TBU,12,88,26.30556196,,
Shu | NaCoHCF,SPI+TBU,24,76,19.42110128,,
Shu | NaCoHCF,SPI+TBU,36,64,15.1728975,,
Shu | NaCoHCF,SPI+TBU,48,52,26.85943006,,
Shu | NaCoHCF,SPI+TBU,60,40,37.86829236,,
Shu | NaCoHCF,SPI+TBU,72,28,42.0,,
Shu | NaCoHCF,SPI+TBU,84,16,41.75582721,,
Shu | NaCoHCF,SPI+TBU,96,4,24.43553646,,
Shu | NaCoHCF,SPI+TBU,100,0,24.33664568,,
Shu | NaCoHCF,Lin,12,88,34.93459498,,
Shu | NaCoHCF,Lin,24,76,20.37022441,,
Shu | NaCoHCF,Lin,36,64,11.1710636,,
Shu | NaCoHCF,Lin,48,52,10.0,,
Shu | NaCoHCF,Lin,60,40,11.0,,
Shu | NaCoHCF,Lin,72,28,13.0,,
Shu | NaCoHCF,Lin,84,16,6.541934725,,
Shu | NaCoHCF,Lin,96,4,1.868292364,,
Shu | NaCoHCF,Lin,100,0,0.0,,
Shu | NaCoHCF,Log-Bayes,12,88,82.6073194,,
Shu | NaCoHCF,Log-Bayes,24,76,58.14007301,,
Shu | NaCoHCF,Log-Bayes,36,64,50.01594711,,
Shu | NaCoHCF,Log-Bayes,48,52,80.57328573,,
Shu | NaCoHCF,Log-Bayes,60,40,101.394804,,
Shu | NaCoHCF,Log-Bayes,72,28,108.326197,,
Shu | NaCoHCF,Log-Bayes,84,16,94.7164566,,
Shu | NaCoHCF,Log-Bayes,96,4,67.54898524,,
Shu | NaCoHCF,Log-Bayes,100,0,56.46483886,,
Shu | NaFeHCF,SPI+CBU (ours),12,88,108.0,96.10886179,119.8911382
Shu | NaFeHCF,SPI+CBU (ours),24,76,96.0,79.52026655,112.4797335
Shu | NaFeHCF,SPI+CBU (ours),36,64,80.0,63.5025689,96.4974311
Shu | NaFeHCF,SPI+CBU (ours),48,52,55.0,41.62556059,68.37443941
Shu | NaFeHCF,SPI+CBU (ours),60,40,31.32810865,21.75684309,40.89937421
Shu | NaFeHCF,SPI+CBU (ours),72,28,13.96498865,7.506414272,20.42356303
Shu | NaFeHCF,SPI+CBU (ours),84,16,1.964988652,0.0,5.287571694
Shu | NaFeHCF,SPI+CBU (ours),96,4,-10.03501135,0.0,19.45503799
Shu | NaFeHCF,SPI+CBU (ours),100,0,1.311975576,0.0,6.24284368
Shu | NaFeHCF,SPI+TBU,12,88,242.0,,
Shu | NaFeHCF,SPI+TBU,24,76,140.0,,
Shu | NaFeHCF,SPI+TBU,36,64,49.11249087,,
Shu | NaFeHCF,SPI+TBU,48,52,21.85684533,,
Shu | NaFeHCF,SPI+TBU,60,40,8.659333403,,
Shu | NaFeHCF,SPI+TBU,72,28,0.0,,
Shu | NaFeHCF,SPI+TBU,84,16,0.0,,
Shu | NaFeHCF,SPI+TBU,96,4,0.0,,
Shu | NaFeHCF,SPI+TBU,100,0,0.0,,
Shu | NaFeHCF,Lin,12,88,197.0,,
Shu | NaFeHCF,Lin,24,76,127.0,,
Shu | NaFeHCF,Lin,36,64,51.46433468,,
Shu | NaFeHCF,Lin,48,52,23.69238849,,
Shu | NaFeHCF,Lin,60,40,8.659333403,,
Shu | NaFeHCF,Lin,72,28,0.0,,
Shu | NaFeHCF,Lin,84,16,0.0,,
Shu | NaFeHCF,Lin,96,4,0.0,,
Shu | NaFeHCF,Lin,100,0,0.0,,
Shu | NaFeHCF,Log-Bayes,12,88,inf,,
Shu | NaFeHCF,Log-Bayes,24,76,1430.249036,,
Shu | NaFeHCF,Log-Bayes,36,64,262.2918509,,
Shu | NaFeHCF,Log-Bayes,48,52,101.6463387,,
Shu | NaFeHCF,Log-Bayes,60,40,53.63185102,,
Shu | NaFeHCF,Log-Bayes,72,28,28.63792278,,
Shu | NaFeHCF,Log-Bayes,84,16,11.76855717,,
Shu | NaFeHCF,Log-Bayes,96,4,0.0,,
Shu | NaFeHCF,Log-Bayes,100,0,-4.0,,
Shu | NaMnHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
Shu | NaMnHCF,SPI+CBU (ours),24,76,81.0,37.63228039,124.3677196
Shu | NaMnHCF,SPI+CBU (ours),36,64,69.0,25.63228039,112.3677196
Shu | NaMnHCF,SPI+CBU (ours),48,52,57.0,13.63228039,100.3677196
Shu | NaMnHCF,SPI+CBU (ours),60,40,35.0,34.99999827,35.00000173
Shu | NaMnHCF,SPI+CBU (ours),72,28,14.04531899,0.0,36.03305742
Shu | NaMnHCF,SPI+CBU (ours),84,16,9.727826019,0.0,38.4372564
Shu | NaMnHCF,SPI+CBU (ours),96,4,8.876831374,0.0,30.72343589
Shu | NaMnHCF,SPI+CBU (ours),100,0,9.509809745,0.0,32.8842989
Shu | NaMnHCF,SPI+TBU,12,88,0.0,,
Shu | NaMnHCF,SPI+TBU,24,76,0.0,,
Shu | NaMnHCF,SPI+TBU,36,64,0.0,,
Shu | NaMnHCF,SPI+TBU,48,52,0.0,,
Shu | NaMnHCF,SPI+TBU,60,40,0.0,,
Shu | NaMnHCF,SPI+TBU,72,28,0.0,,
Shu | NaMnHCF,SPI+TBU,84,16,0.0,,
Shu | NaMnHCF,SPI+TBU,96,4,0.0,,
Shu | NaMnHCF,SPI+TBU,100,0,0.0,,
Shu | NaMnHCF,Lin,12,88,44.0,,
Shu | NaMnHCF,Lin,24,76,8.926884971,,
Shu | NaMnHCF,Lin,36,64,0.0,,
Shu | NaMnHCF,Lin,48,52,0.0,,
Shu | NaMnHCF,Lin,60,40,0.0,,
Shu | NaMnHCF,Lin,72,28,0.0,,
Shu | NaMnHCF,Lin,84,16,0.0,,
Shu | NaMnHCF,Lin,96,4,0.0,,
Shu | NaMnHCF,Lin,100,0,0.0,,
Shu | NaMnHCF,Log-Bayes,12,88,-1.0,,
Shu | NaMnHCF,Log-Bayes,24,76,-6.0,,
Shu | NaMnHCF,Log-Bayes,36,64,-12.0,,
Shu | NaMnHCF,Log-Bayes,48,52,-17.0,,
Shu | NaMnHCF,Log-Bayes,60,40,-22.0,,
Shu | NaMnHCF,Log-Bayes,72,28,-27.0,,
