trajectory,method,cycle,actual_retention,pred_retention
Shu | NaNiHCF,Lin,96,74.52707,73.87445372
Shu | NaNiHCF,Lin,100,73.181172,73.0563082
Shu | NaNiHCF,Log-Bayes,12,99.29161,99.53000069
Shu | NaNiHCF,Log-Bayes,24,96.481522,99.09110411
Shu | NaNiHCF,Log-Bayes,36,93.239946,97.51802823
Shu | NaNiHCF,Log-Bayes,48,87.988576,94.73915473
Shu | NaNiHCF,Log-Bayes,60,84.958404,91.69467289
Shu | NaNiHCF,Log-Bayes,72,80.59878,88.38299116
Shu | NaNiHCF,Log-Bayes,84,78.042538,85.1833305
Shu | NaNiHCF,Log-Bayes,96,74.52707,82.15586479
Shu | NaNiHCF,Log-Bayes,100,73.181172,80.17325905
Hu pH 7 | KCuHCF,Wiener,12,10.113686,-3.363242348
Hu pH 7 | KCuHCF,Weibull,12,10.113686,-2.566577583
Hu pH 7 | KCuHCF,Wiener,24,4.152694,-13.21954759
Hu pH 7 | KCuHCF,Weibull,24,4.152694,-14.42417299
Hu pH 7 | KCuHCF,Wiener,36,2.654604,-12.76023787
Hu pH 7 | KCuHCF,Weibull,36,2.654604,-14.55972095
Hu pH 7 | KCuHCF,Wiener,48,2.051286,-11.40784391
Hu pH 7 | KCuHCF,Weibull,48,2.051286,-13.47691146
Hu pH 7 | KCuHCF,Wiener,60,1.740988,-10.11477645
Hu pH 7 | KCuHCF,Weibull,60,1.740988,-12.32628991
Hu pH 7 | KCuHCF,Wiener,72,1.571346,-9.008042598
Hu pH 7 | KCuHCF,Weibull,72,1.571346,-11.29658182
Hu pH 7 | KCuHCF,Wiener,84,1.465448,-8.074243706
Hu pH 7 | KCuHCF,Weibull,84,1.465448,-11.1023116
Hu pH 7 | KCuHCF,Wiener,96,1.395282,-7.289930941
Hu pH 7 | KCuHCF,Weibull,96,1.395282,-14.25641131
Hu pH 7 | KCuHCF,Wiener,100,1.379076,-7.056322756
Hu pH 7 | KCuHCF,Weibull,100,1.379076,-15.23840904
Hu pH 7 | KFeHCF,Wiener,12,59.119892,56.3381831
Hu pH 7 | KFeHCF,Weibull,12,59.119892,57.82117445
Hu pH 7 | KFeHCF,Wiener,24,39.3366,33.98618242
Hu pH 7 | KFeHCF,Weibull,24,39.3366,35.27820104
Hu pH 7 | KFeHCF,Wiener,36,29.833364,21.3965908
Hu pH 7 | KFeHCF,Weibull,36,29.833364,22.08984883
Hu pH 7 | KFeHCF,Wiener,48,24.681244,14.30125649
Hu pH 7 | KFeHCF,Weibull,48,24.681244,14.31356103
Hu pH 7 | KFeHCF,Wiener,60,21.821362,10.18514317
Hu pH 7 | KFeHCF,Weibull,60,21.821362,9.575060614
Hu pH 7 | KFeHCF,Wiener,72,19.836824,7.786597845
Hu pH 7 | KFeHCF,Weibull,72,19.836824,6.640873781
Hu pH 7 | KFeHCF,Wiener,84,17.2509,5.846484193
Hu pH 7 | KFeHCF,Weibull,84,17.2509,4.417453258
Hu pH 7 | KFeHCF,Wiener,96,15.541366,4.247038017
Hu pH 7 | KFeHCF,Weibull,96,15.541366,2.658573318
Hu pH 7 | KFeHCF,Wiener,100,15.001066,3.768497643
Hu pH 7 | KFeHCF,Weibull,100,15.001066,1.834188395
Hu pH 7 | KMnHCF,Wiener,12,56.489582,52.82606283
Hu pH 7 | KMnHCF,Weibull,12,56.489582,51.99111983
Hu pH 7 | KMnHCF,Wiener,24,52.54233,42.43430651
Hu pH 7 | KMnHCF,Weibull,24,52.54233,39.67547688
Hu pH 7 | KMnHCF,Wiener,36,52.053532,42.81932671
Hu pH 7 | KMnHCF,Weibull,36,52.053532,39.68735373
Hu pH 7 | KMnHCF,Wiener,48,51.53442,43.71095535
Hu pH 7 | KMnHCF,Weibull,48,51.53442,40.6262318
Hu pH 7 | KMnHCF,Wiener,60,50.369622,44.06178133
Hu pH 7 | KMnHCF,Weibull,60,50.369622,41.21167884
Hu pH 7 | KMnHCF,Wiener,72,49.252244,43.99597597
Hu pH 7 | KMnHCF,Weibull,72,49.252244,41.44575044
Hu pH 7 | KMnHCF,Wiener,84,47.937052,43.50847943
Hu pH 7 | KMnHCF,Weibull,84,47.937052,41.32916637
Hu pH 7 | KMnHCF,Wiener,96,46.828484,42.83537615
Hu pH 7 | KMnHCF,Weibull,96,46.828484,41.02942245
Hu pH 7 | KMnHCF,Wiener,100,46.576892,42.61584722
Hu pH 7 | KMnHCF,Weibull,100,46.576892,40.78614513
Hu pH 7 | KNiHCF,Wiener,12,97.089022,96.94859708
Hu pH 7 | KNiHCF,Weibull,12,97.089022,96.43777774
Hu pH 7 | KNiHCF,Wiener,24,92.202456,93.35240833
Hu pH 7 | KNiHCF,Weibull,24,92.202456,92.72601606
Hu pH 7 | KNiHCF,Wiener,36,88.116802,88.04972983
Hu pH 7 | KNiHCF,Weibull,36,88.116802,87.11810113
Hu pH 7 | KNiHCF,Wiener,48,84.384694,83.85202149
Hu pH 7 | KNiHCF,Weibull,48,84.384694,82.17971022
Hu pH 7 | KNiHCF,Wiener,60,79.94906,79.90944882
Hu pH 7 | KNiHCF,Weibull,60,79.94906,77.60637024
Hu pH 7 | KNiHCF,Wiener,72,74.9637,75.40731757
Hu pH 7 | KNiHCF,Weibull,72,74.9637,72.74208434
Hu pH 7 | KNiHCF,Wiener,84,69.478382,70.53961075
Hu pH 7 | KNiHCF,Weibull,84,69.478382,67.63746971
Hu pH 7 | KNiHCF,Wiener,96,64.988508,65.70531305
Hu pH 7 | KNiHCF,Weibull,96,64.988508,62.51086869
Hu pH 7 | KNiHCF,Wiener,100,63.050316,64.06644716
Hu pH 7 | KNiHCF,Weibull,100,63.050316,60.72919456
Hu pH 7 | NaCoHCF,Wiener,12,85.157618,89.07737034
Hu pH 7 | NaCoHCF,Weibull,12,85.157618,94.70239376
Hu pH 7 | NaCoHCF,Wiener,24,59.1475,57.74683026
Hu pH 7 | NaCoHCF,Weibull,24,59.1475,64.54847079
Hu pH 7 | NaCoHCF,Wiener,36,55.788772,46.3871555
Hu pH 7 | NaCoHCF,Weibull,36,55.788772,38.3378871
Hu pH 7 | NaCoHCF,Wiener,48,56.594054,44.70215576
Hu pH 7 | NaCoHCF,Weibull,48,56.594054,27.77027902
Hu pH 7 | NaCoHCF,Wiener,60,52.96377,43.79488233
Hu pH 7 | NaCoHCF,Weibull,60,52.96377,23.24175451
Hu pH 7 | NaCoHCF,Wiener,72,50.240604,42.04447396
Hu pH 7 | NaCoHCF,Weibull,72,50.240604,20.17998855
Hu pH 7 | NaCoHCF,Wiener,84,49.485958,40.72076688
Hu pH 7 | NaCoHCF,Weibull,84,49.485958,18.52121661
Hu pH 7 | NaCoHCF,Wiener,96,50.790982,40.21715729
Hu pH 7 | NaCoHCF,Weibull,96,50.790982,18.13905094
Hu pH 7 | NaCoHCF,Wiener,100,48.101418,40.11113781
Hu pH 7 | NaCoHCF,Weibull,100,48.101418,17.3320421
Hu pH 7 | NaFeHCF,Wiener,12,92.246562,92.16972668
Hu pH 7 | NaFeHCF,Weibull,12,92.246562,92.30250989
Hu pH 7 | NaFeHCF,Wiener,24,82.76116,82.93205172
Hu pH 7 | NaFeHCF,Weibull,24,82.76116,83.12621186
Hu pH 7 | NaFeHCF,Wiener,36,74.072994,73.94612813
Hu pH 7 | NaFeHCF,Weibull,36,74.072994,73.84052612
Hu pH 7 | NaFeHCF,Wiener,48,67.546102,66.08346712
Hu pH 7 | NaFeHCF,Weibull,48,67.546102,65.39317136
Hu pH 7 | NaFeHCF,Wiener,60,61.576614,59.52158091
Hu pH 7 | NaFeHCF,Weibull,60,61.576614,58.13537834
Hu pH 7 | NaFeHCF,Wiener,72,54.436002,53.02302539
Hu pH 7 | NaFeHCF,Weibull,72,54.436002,51.23386938
Hu pH 7 | NaFeHCF,Wiener,84,49.571528,46.84188084
Hu pH 7 | NaFeHCF,Weibull,84,49.571528,44.70537718
Hu pH 7 | NaFeHCF,Wiener,96,46.060446,41.6712224
Hu pH 7 | NaFeHCF,Weibull,96,46.060446,39.00997141
Hu pH 7 | NaFeHCF,Wiener,100,45.01873,40.1613591
Hu pH 7 | NaFeHCF,Weibull,100,45.01873,37.11175005
Hu pH 7 | NaMnHCF,Wiener,12,91.761044,91.97584438
Hu pH 7 | NaMnHCF,Weibull,12,91.761044,91.97383095
Hu pH 7 | NaMnHCF,Wiener,24,85.76167,84.58286123
Hu pH 7 | NaMnHCF,Weibull,24,85.76167,83.2548363
Hu pH 7 | NaMnHCF,Wiener,36,82.131118,80.68832761
Hu pH 7 | NaMnHCF,Weibull,36,82.131118,78.59106029
Hu pH 7 | NaMnHCF,Wiener,48,81.089834,78.15451966
Hu pH 7 | NaMnHCF,Weibull,48,81.089834,75.64529768
Hu pH 7 | NaMnHCF,Wiener,60,78.365836,76.50750804
Hu pH 7 | NaMnHCF,Weibull,60,78.365836,73.83607621
Hu pH 7 | NaMnHCF,Wiener,72,75.098414,73.53259228
Hu pH 7 | NaMnHCF,Weibull,72,75.098414,71.18619039
Hu pH 7 | NaMnHCF,Wiener,84,72.173018,70.93391432
Hu pH 7 | NaMnHCF,Weibull,84,72.173018,68.81061866
Hu pH 7 | NaMnHCF,Wiener,96,69.369404,68.2469147
Hu pH 7 | NaMnHCF,Weibull,96,69.369404,66.40024681
Hu pH 7 | NaMnHCF,Wiener,100,68.294272,67.33280971
Hu pH 7 | NaMnHCF,Weibull,100,68.294272,65.52343713
Hu pH 7 | NaNiHCF,Wiener,12,76.51083,75.3771458
Hu pH 7 | NaNiHCF,Weibull,12,76.51083,74.57922458
Hu pH 7 | NaNiHCF,Wiener,24,70.094678,64.84474187
Hu pH 7 | NaNiHCF,Weibull,24,70.094678,62.207537
Hu pH 7 | NaNiHCF,Wiener,36,68.75333,62.67526711
Hu pH 7 | NaNiHCF,Weibull,36,68.75333,59.54400531
Hu pH 7 | NaNiHCF,Wiener,48,66.61169,61.47687054
Hu pH 7 | NaNiHCF,Weibull,48,66.61169,58.44075414
Hu pH 7 | NaNiHCF,Wiener,60,65.362674,60.48141586
Hu pH 7 | NaNiHCF,Weibull,60,65.362674,57.66650777
Hu pH 7 | NaNiHCF,Wiener,72,64.114248,59.63299102
Hu pH 7 | NaNiHCF,Weibull,72,64.114248,57.05737364
Hu pH 7 | NaNiHCF,Wiener,84,62.247166,58.60138032
Hu pH 7 | NaNiHCF,Weibull,84,62.247166,56.3368596
Hu pH 7 | NaNiHCF,Wiener,96,60.59303,57.388603
Hu pH 7 | NaNiHCF,Weibull,96,60.59303,55.48115781
Hu pH 7 | NaNiHCF,Wiener,100,60.065576,56.95063526
Hu pH 7 | NaNiHCF,Weibull,100,60.065576,55.05185626
Hu pH 9 | KCuHCF,Wiener,12,15.066408,2.47860128
Hu pH 9 | KCuHCF,Weibull,12,15.066408,3.117591507
Hu pH 9 | KCuHCF,Wiener,24,9.00269,-7.443226421
Hu pH 9 | KCuHCF,Weibull,24,9.00269,-8.711793095
Hu pH 9 | KCuHCF,Wiener,36,7.251776,-7.360502066
Hu pH 9 | KCuHCF,Weibull,36,7.251776,-9.153018033
Hu pH 9 | KCuHCF,Wiener,48,6.37798,-6.415684034
Hu pH 9 | KCuHCF,Weibull,48,6.37798,-8.406557778
Hu pH 9 | KCuHCF,Wiener,60,5.81208,-5.48327999
Hu pH 9 | KCuHCF,Weibull,60,5.81208,-7.556705926
Hu pH 9 | KCuHCF,Wiener,72,5.403038,-4.711964829
Hu pH 9 | KCuHCF,Weibull,72,5.403038,-6.805993292
Hu pH 9 | KCuHCF,Wiener,84,5.03999,-4.091300612
Hu pH 9 | KCuHCF,Weibull,84,5.03999,-6.172006503
Hu pH 9 | KCuHCF,Wiener,96,4.759736,-3.59486302
Hu pH 9 | KCuHCF,Weibull,96,4.759736,-5.902275166
Hu pH 9 | KCuHCF,Wiener,100,4.671702,-3.45133797
Hu pH 9 | KCuHCF,Weibull,100,4.671702,-6.760399403
Hu pH 9 | KFeHCF,Wiener,12,35.57676,28.44200089
Hu pH 9 | KFeHCF,Weibull,12,35.57676,28.65536007
Hu pH 9 | KFeHCF,Wiener,24,23.304524,11.21680157
Hu pH 9 | KFeHCF,Weibull,24,23.304524,9.736815534
Hu pH 9 | KFeHCF,Wiener,36,19.069034,6.244623495
Hu pH 9 | KFeHCF,Weibull,36,19.069034,4.285206498
Hu pH 9 | KFeHCF,Wiener,48,16.913438,4.472670498
Hu pH 9 | KFeHCF,Weibull,48,16.913438,2.307269926
Hu pH 9 | KFeHCF,Wiener,60,15.87615,3.908522726
Hu pH 9 | KFeHCF,Weibull,60,15.87615,1.613478021
Hu pH 9 | KFeHCF,Wiener,72,14.856554,3.732484511
Hu pH 9 | KFeHCF,Weibull,72,14.856554,1.385178379
Hu pH 9 | KFeHCF,Wiener,84,14.390812,3.758292322
Hu pH 9 | KFeHCF,Weibull,84,14.390812,1.384991462
Hu pH 9 | KFeHCF,Wiener,96,13.785152,3.924736577
Hu pH 9 | KFeHCF,Weibull,96,13.785152,1.528788551
Hu pH 9 | KFeHCF,Wiener,100,13.537236,3.943181619
Hu pH 9 | KFeHCF,Weibull,100,13.537236,0.972936028
Hu pH 9 | KMnHCF,Wiener,12,87.529366,88.65217544
Hu pH 9 | KMnHCF,Weibull,12,87.529366,89.26270273
Hu pH 9 | KMnHCF,Wiener,24,79.057106,76.7189833
Hu pH 9 | KMnHCF,Weibull,24,79.057106,72.91269568
Hu pH 9 | KMnHCF,Wiener,36,73.837702,70.61954285
Hu pH 9 | KMnHCF,Weibull,36,73.837702,64.69811521
Hu pH 9 | KMnHCF,Wiener,48,71.04206,66.7316814
Hu pH 9 | KMnHCF,Weibull,48,71.04206,59.94525779
Hu pH 9 | KMnHCF,Wiener,60,68.925908,64.20456025
Hu pH 9 | KMnHCF,Weibull,60,68.925908,57.10084491
Hu pH 9 | KMnHCF,Wiener,72,67.070054,62.25030754
Hu pH 9 | KMnHCF,Weibull,72,67.070054,55.11307189
Hu pH 9 | KMnHCF,Wiener,84,65.684792,60.6576684
Hu pH 9 | KMnHCF,Weibull,84,65.684792,53.61689747
Hu pH 9 | KMnHCF,Wiener,96,65.66187,59.67665919
Hu pH 9 | KMnHCF,Weibull,96,65.66187,52.22365799
Hu pH 9 | KMnHCF,Wiener,100,65.542838,59.46446047
Hu pH 9 | KMnHCF,Weibull,100,65.542838,51.37165862
Hu pH 9 | KNiHCF,Wiener,12,90.65811,90.28163278
Hu pH 9 | KNiHCF,Weibull,12,90.65811,90.68185744
Hu pH 9 | KNiHCF,Wiener,24,83.771186,83.14008842
Hu pH 9 | KNiHCF,Weibull,24,83.771186,83.71813756
Hu pH 9 | KNiHCF,Wiener,36,78.459338,77.36881485
Hu pH 9 | KNiHCF,Weibull,36,78.459338,77.96501922
Hu pH 9 | KNiHCF,Wiener,48,75.421518,73.09638494
Hu pH 9 | KNiHCF,Weibull,48,75.421518,73.50078497
Hu pH 9 | KNiHCF,Wiener,60,71.05041,69.26969685
Hu pH 9 | KNiHCF,Weibull,60,71.05041,69.64492453
Hu pH 9 | KNiHCF,Wiener,72,66.99526,65.51581958
Hu pH 9 | KNiHCF,Weibull,72,66.99526,65.98823382
Hu pH 9 | KNiHCF,Wiener,84,62.250804,61.25315479
Hu pH 9 | KNiHCF,Weibull,84,62.250804,62.09664179
Hu pH 9 | KNiHCF,Wiener,96,58.515008,57.13422755
Hu pH 9 | KNiHCF,Weibull,96,58.515008,58.30019709
Hu pH 9 | KNiHCF,Wiener,100,57.322062,55.82324788
Hu pH 9 | KNiHCF,Weibull,100,57.322062,57.06993933
Hu pH 9 | NaCoHCF,Wiener,12,84.776128,92.5537207
Hu pH 9 | NaCoHCF,Weibull,12,84.776128,98.864336
Hu pH 9 | NaCoHCF,Wiener,24,54.28382,53.56429458
Hu pH 9 | NaCoHCF,Weibull,24,54.28382,71.70114705
Hu pH 9 | NaCoHCF,Wiener,36,50.224812,41.3787313
Hu pH 9 | NaCoHCF,Weibull,36,50.224812,51.58093727
Hu pH 9 | NaCoHCF,Wiener,48,49.934382,38.89811803
Hu pH 9 | NaCoHCF,Weibull,48,49.934382,41.48361236
Hu pH 9 | NaCoHCF,Wiener,60,45.830596,36.50427401
Hu pH 9 | NaCoHCF,Weibull,60,45.830596,35.03199899
Hu pH 9 | NaCoHCF,Wiener,72,40.678472,33.43894972
Hu pH 9 | NaCoHCF,Weibull,72,40.678472,29.89734278
Hu pH 9 | NaCoHCF,Wiener,84,39.603404,30.58404631
Hu pH 9 | NaCoHCF,Weibull,84,39.603404,25.79381037
Hu pH 9 | NaCoHCF,Wiener,96,38.206074,28.85306193
Hu pH 9 | NaCoHCF,Weibull,96,38.206074,23.05122926
Hu pH 9 | NaCoHCF,Wiener,100,36.861864,28.28003731
Hu pH 9 | NaCoHCF,Weibull,100,36.861864,21.89401533
Hu pH 9 | NaFeHCF,Wiener,12,23.231594,13.48526799
Hu pH 9 | NaFeHCF,Weibull,12,23.231594,10.231067
Hu pH 9 | NaFeHCF,Wiener,24,12.315368,-3.356061975
Hu pH 9 | NaFeHCF,Weibull,24,12.315368,-8.555612832
Hu pH 9 | NaFeHCF,Wiener,36,7.881026,-7.237184061
Hu pH 9 | NaFeHCF,Weibull,36,7.881026,-12.27498303
Hu pH 9 | NaFeHCF,Wiener,48,7.45862,-7.596943643
Hu pH 9 | NaFeHCF,Weibull,48,7.45862,-12.52185274
Hu pH 9 | NaFeHCF,Wiener,60,7.324864,-6.684125384
Hu pH 9 | NaFeHCF,Weibull,60,7.324864,-11.56918885
Hu pH 9 | NaFeHCF,Wiener,72,7.249752,-5.563044406
Hu pH 9 | NaFeHCF,Weibull,72,7.249752,-13.03483506
Hu pH 9 | NaFeHCF,Wiener,84,7.208852,-4.494366036
Hu pH 9 | NaFeHCF,Weibull,84,7.208852,-19.32309682
Hu pH 9 | NaFeHCF,Wiener,96,7.18112,-3.54189325
Hu pH 9 | NaFeHCF,Weibull,96,7.18112,-25.05231042
Hu pH 9 | NaFeHCF,Wiener,100,7.164896,-3.253402352
Hu pH 9 | NaFeHCF,Weibull,100,7.164896,-26.85809781
Hu pH 9 | NaMnHCF,Wiener,12,95.11804,95.07202141
Hu pH 9 | NaMnHCF,Weibull,12,95.11804,95.08398688
Hu pH 9 | NaMnHCF,Wiener,24,89.984204,89.34181059
Hu pH 9 | NaMnHCF,Weibull,24,89.984204,89.21136585
Hu pH 9 | NaMnHCF,Wiener,36,87.837626,86.3733331
Hu pH 9 | NaMnHCF,Weibull,36,87.837626,85.61905443
Hu pH 9 | NaMnHCF,Wiener,48,85.901868,84.4109108
Hu pH 9 | NaMnHCF,Weibull,48,85.901868,83.30462578
Hu pH 9 | NaMnHCF,Wiener,60,84.265786,82.58718345
Hu pH 9 | NaMnHCF,Weibull,60,84.265786,81.36146644
Hu pH 9 | NaMnHCF,Wiener,72,82.016706,80.82241442
Hu pH 9 | NaMnHCF,Weibull,72,82.016706,79.59902185
Hu pH 9 | NaMnHCF,Wiener,84,77.508386,78.35500022
Hu pH 9 | NaMnHCF,Weibull,84,77.508386,77.43740793
Hu pH 9 | NaMnHCF,Wiener,96,71.325684,74.58128392
Hu pH 9 | NaMnHCF,Weibull,96,71.325684,74.44781013
Hu pH 9 | NaMnHCF,Wiener,100,68.092302,72.89963139
Hu pH 9 | NaMnHCF,Weibull,100,68.092302,73.30535046
Hu pH 9 | NaNiHCF,Wiener,12,66.718788,61.95906677
Hu pH 9 | NaNiHCF,Weibull,12,66.718788,61.09946306
Hu pH 9 | NaNiHCF,Wiener,24,61.399048,56.35594629
Hu pH 9 | NaNiHCF,Weibull,24,61.399048,55.07344216
Hu pH 9 | NaNiHCF,Wiener,36,55.079546,53.04971621
Hu pH 9 | NaNiHCF,Weibull,36,55.079546,52.16107058
Hu pH 9 | NaNiHCF,Wiener,48,39.440682,41.22773592
Hu pH 9 | NaNiHCF,Weibull,48,39.440682,43.36951977
Hu pH 9 | NaNiHCF,Wiener,60,29.040114,29.07927959
Hu pH 9 | NaNiHCF,Weibull,60,29.040114,33.68252398
Hu pH 9 | NaNiHCF,Wiener,72,23.378074,19.67382034
Hu pH 9 | NaNiHCF,Weibull,72,23.378074,25.3188564
Hu pH 9 | NaNiHCF,Wiener,84,17.010276,11.98850438
Hu pH 9 | NaNiHCF,Weibull,84,17.010276,18.06136507
Hu pH 9 | NaNiHCF,Wiener,96,12.549366,5.514230227
Hu pH 9 | NaNiHCF,Weibull,96,12.549366,11.68347953
Hu pH 9 | NaNiHCF,Wiener,100,11.425476,3.664338309
Hu pH 9 | NaNiHCF,Weibull,100,11.425476,9.744408022
KCl | KCuHCF,Wiener,12,87.507074,88.00003258
KCl | KCuHCF,Weibull,12,87.507074,86.12472282
KCl | KCuHCF,Wiener,24,80.720986,77.40170141
KCl | KCuHCF,Weibull,24,80.720986,72.27691146
KCl | KCuHCF,Wiener,36,79.424906,75.05962711
KCl | KCuHCF,Weibull,36,79.424906,69.1157883
KCl | KCuHCF,Wiener,48,78.307392,74.16259706
KCl | KCuHCF,Weibull,48,78.307392,68.36538535
KCl | KCuHCF,Wiener,60,75.740018,72.78544698
KCl | KCuHCF,Weibull,60,75.740018,67.43323998
KCl | KCuHCF,Wiener,72,73.779256,71.3276754
KCl | KCuHCF,Weibull,72,73.779256,66.43137688
KCl | KCuHCF,Wiener,84,70.424538,69.21397173
KCl | KCuHCF,Weibull,84,70.424538,64.90840948
KCl | KCuHCF,Wiener,96,66.322104,66.28392529
KCl | KCuHCF,Weibull,96,66.322104,62.7562575
KCl | KCuHCF,Wiener,100,65.37072,65.27440966
KCl | KCuHCF,Weibull,100,65.37072,61.91455473
KCl | KFeHCF,Wiener,12,71.572882,71.64975619
KCl | KFeHCF,Weibull,12,71.572882,71.86886151
KCl | KFeHCF,Wiener,24,44.978978,42.68062844
KCl | KFeHCF,Weibull,24,44.978978,40.40550225
KCl | KFeHCF,Wiener,36,30.002002,22.3295711
KCl | KFeHCF,Weibull,36,30.002002,17.53855878
KCl | KFeHCF,Wiener,48,21.632402,11.20913005
KCl | KFeHCF,Weibull,48,21.632402,4.008572552
KCl | KFeHCF,Wiener,60,19.182826,3.734237675
KCl | KFeHCF,Weibull,60,19.182826,-4.978477183
KCl | KFeHCF,Wiener,72,13.863612,-0.417646506
KCl | KFeHCF,Weibull,72,13.863612,-10.21066926
KCl | KFeHCF,Wiener,84,10.875666,-3.820750036
KCl | KFeHCF,Weibull,84,10.875666,-14.13395777
KCl | KFeHCF,Wiener,96,8.96407,-6.166498422
KCl | KFeHCF,Weibull,96,8.96407,-16.80521223
KCl | KFeHCF,Wiener,100,7.859432,-6.882387013
KCl | KFeHCF,Weibull,100,7.859432,-18.22089775
KCl | KMnHCF,Wiener,12,19.624832,8.024535068
KCl | KMnHCF,Weibull,12,19.624832,8.209112415
KCl | KMnHCF,Wiener,24,15.133422,-0.859389642
KCl | KMnHCF,Weibull,24,15.133422,-26.81507652
KCl | KMnHCF,Wiener,36,13.977448,-0.1876401
KCl | KMnHCF,Weibull,36,13.977448,-67.50460894
KCl | KMnHCF,Wiener,48,13.640092,1.322277991
KCl | KMnHCF,Weibull,48,13.640092,-104.068216
KCl | KMnHCF,Wiener,60,13.812162,2.790721574
KCl | KMnHCF,Weibull,60,13.812162,-137.8412368
KCl | KMnHCF,Wiener,72,14.404594,4.293488116
KCl | KMnHCF,Weibull,72,14.404594,-169.5449757
KCl | KMnHCF,Wiener,84,15.221714,5.843080558
KCl | KMnHCF,Weibull,84,15.221714,-199.6253205
KCl | KMnHCF,Wiener,96,16.386208,7.442766001
KCl | KMnHCF,Weibull,96,16.386208,-228.3823812
KCl | KMnHCF,Wiener,100,16.820904,7.995999865
KCl | KMnHCF,Weibull,100,16.820904,-237.7128203
KCl | KNiHCF,Wiener,12,98.804966,99.77276938
KCl | KNiHCF,Weibull,12,98.804966,99.575616
KCl | KNiHCF,Wiener,24,96.21862,96.96428709
KCl | KNiHCF,Weibull,24,96.21862,98.10277551
KCl | KNiHCF,Wiener,36,92.761628,93.81107602
KCl | KNiHCF,Weibull,36,92.761628,96.14230071
KCl | KNiHCF,Wiener,48,89.004118,90.29470123
KCl | KNiHCF,Weibull,48,89.004118,93.49999558
KCl | KNiHCF,Wiener,60,85.237496,86.60668228
KCl | KNiHCF,Weibull,60,85.237496,90.37512165
KCl | KNiHCF,Wiener,72,82.541412,82.98583953
KCl | KNiHCF,Weibull,72,82.541412,86.97751468
KCl | KNiHCF,Wiener,84,81.3576,80.25556508
KCl | KNiHCF,Weibull,84,81.3576,83.83106016
KCl | KNiHCF,Wiener,96,80.320904,78.2325197
KCl | KNiHCF,Weibull,96,80.320904,81.10311901
KCl | KNiHCF,Wiener,100,80.26115,77.70563067
KCl | KNiHCF,Weibull,100,80.26115,80.29882754
KCl | NaCoHCF,Wiener,12,93.76594,94.42056631
KCl | NaCoHCF,Weibull,12,93.76594,94.98581589
KCl | NaCoHCF,Wiener,24,94.57773,92.94684488
KCl | NaCoHCF,Weibull,24,94.57773,92.83605034
KCl | NaCoHCF,Wiener,36,92.453602,92.23774064
KCl | NaCoHCF,Weibull,36,92.453602,92.12113851
KCl | NaCoHCF,Wiener,48,90.12649,90.44985731
KCl | NaCoHCF,Weibull,48,90.12649,90.68307529
KCl | NaCoHCF,Wiener,60,88.240694,88.36036065
KCl | NaCoHCF,Weibull,60,88.240694,88.97030316
KCl | NaCoHCF,Wiener,72,84.291224,85.54892142
KCl | NaCoHCF,Weibull,72,84.291224,86.8046486
KCl | NaCoHCF,Wiener,84,82.214412,82.84580507
KCl | NaCoHCF,Weibull,84,82.214412,84.56959065
KCl | NaCoHCF,Wiener,96,79.897224,80.20338795
KCl | NaCoHCF,Weibull,96,79.897224,82.30160449
KCl | NaCoHCF,Wiener,100,79.256302,79.39741255
KCl | NaCoHCF,Weibull,100,79.256302,81.62334321
KCl | NaFeHCF,Wiener,12,37.3101,29.39162362
KCl | NaFeHCF,Weibull,12,37.3101,32.70699016
KCl | NaFeHCF,Wiener,24,26.12488,16.22074606
KCl | NaFeHCF,Weibull,24,26.12488,18.83242606
KCl | NaFeHCF,Wiener,36,22.767382,12.16235495
KCl | NaFeHCF,Weibull,36,22.767382,14.06335174
KCl | NaFeHCF,Wiener,48,20.81787,11.06629232
KCl | NaFeHCF,Weibull,48,20.81787,12.32281341
KCl | NaFeHCF,Wiener,60,18.101416,9.2437067
KCl | NaFeHCF,Weibull,60,18.101416,10.49523665
KCl | NaFeHCF,Wiener,72,16.851096,8.195064036
KCl | NaFeHCF,Weibull,72,16.851096,9.331490686
KCl | NaFeHCF,Wiener,84,16.169504,7.626094882
KCl | NaFeHCF,Weibull,84,16.169504,8.598347363
KCl | NaFeHCF,Wiener,96,15.376076,7.151510244
KCl | NaFeHCF,Weibull,96,15.376076,6.867438847
KCl | NaFeHCF,Wiener,100,15.510356,7.057025972
KCl | NaFeHCF,Weibull,100,15.510356,5.956429756
KCl | NaMnHCF,Wiener,12,21.436172,7.82415766
KCl | NaMnHCF,Weibull,12,21.436172,10.77164566
KCl | NaMnHCF,Wiener,24,15.565162,3.402744418
KCl | NaMnHCF,Weibull,24,15.565162,5.063736765
KCl | NaMnHCF,Wiener,36,9.821176,-0.002449785
KCl | NaMnHCF,Weibull,36,9.821176,1.74841688
KCl | NaMnHCF,Wiener,48,7.607766,-2.190615696
KCl | NaMnHCF,Weibull,48,7.607766,-0.447011536
KCl | NaMnHCF,Wiener,60,6.649738,-3.096798275
KCl | NaMnHCF,Weibull,60,6.649738,-1.571857728
KCl | NaMnHCF,Wiener,72,6.123854,-3.348020467
KCl | NaMnHCF,Weibull,72,6.123854,-2.106022542
KCl | NaMnHCF,Wiener,84,5.813794,-3.28944589
KCl | NaMnHCF,Weibull,84,5.813794,-2.326897894
